index,Hip,ra_hours,dec_degrees,flamsteed,bayer,const,name,magnitude,epoch_year
397,13702,2.94055065,18.02365076,46,ρ³,Ari,,5.58,2000.25
398,13775,2.95480013,31.93429432,21,,Per,,5.1,2000.25
399,13782,2.95658368,-23.8620767,4,,Eri,,5.44,2000.25
400,13834,2.96807643,20.66881016,47,,Ari,,5.8,2000.25
401,13835,2.96824664,-23.60613828,6,,Eri,,5.82,2000.25
402,13847,2.97103212,-40.30473491,,θ¹,Eri,,2.88,2000.25
403,13879,2.97934735,39.66282739,22,π,Per,,4.68,2000.25
404,13884,2.979935,-64.07129717,,β,Hor,,4.98,2000.25
405,13905,2.98436382,35.18311415,24,,Per,,4.94,2000.25
406,13914,2.98687051,21.34044477,48,ε,Ari,,4.63,2000.25
407,13942,2.99335152,-25.27433851,,ζ,For,,5.69,2000.25
408,13951,2.99476734,-2.46490094,5,,Eri,,5.56,2000.25
409,13954,2.99524897,8.90740111,91,λ,Cet,,4.71,2000.25
410,14040,3.01413206,-2.87864142,7,,Eri,,6.11,2000.25
411,14060,3.01943516,-7.66283629,8,ρ¹,Eri,,5.75,2000.25
412,14086,3.02706953,-28.09048221,,ε,For,,5.88,2000.25
413,14109,3.03170844,26.46234187,49,,Ari,,5.91,2000.25
414,14131,3.03761036,-71.90249547,,θ,Hyi,,5.51,2000.25
415,14135,3.03799418,4.08992539,92,α,Cet,Menkar,2.54,2000.25
416,14143,3.03958558,4.35287042,93,,Cet,,5.62,2000.25
417,14146,3.03988697,-23.62433613,11,τ³,Eri,,4.08,2000.25
418,14168,3.04507202,-7.68546315,9,ρ²,Eri,,5.32,2000.25
419,14240,3.06025103,-59.73761994,,μ,Hor,,5.12,2000.25
420,14293,3.07124367,-7.60089934,10,ρ³,Eri,,5.26,2000.25
421,14328,3.07994173,53.50645031,23,γ,Per,,2.91,2000.25
422,14354,3.08624916,38.84053298,25,ρ,Per,,3.32,2000.25
423,14376,3.09074647,25.25519906,52,,Ari,,5.45,2000.25
424,14514,3.12380194,17.87997236,53,,Ari,,6.13,2000.25
425,14576,3.13614714,40.9556512,26,β,Per,Algol,2.09,2000.25
426,14586,3.13919046,18.79508747,54,,Ari,,6.24,2000.25
427,14632,3.1508009,49.61350009,,ι,Per,,4.05,2000.25
428,14668,3.1582303,44.85788896,27,κ,Per,,3.79,2000.25
429,14677,3.16020212,29.07711221,55,,Ari,,5.74,2000.25
430,14817,3.18816707,39.61157075,28,ω,Per,,4.61,2000.25
431,14838,3.19379712,19.72669777,57,δ,Ari,,4.35,2000.25
432,14879,3.20118888,-28.98910623,,α,For,,3.8,2000.25
433,14893,3.20395516,27.25701296,56,,Ari,,5.78,2000.25
434,14954,3.21286767,-1.19593294,94,,Cet,,5.07,2000.25
435,15110,3.24836521,21.04462873,58,ζ,Ari,,4.87,2000.25
436,15197,3.26389633,-8.8198405,13,ζ,Eri,,4.8,2000.25
437,15201,3.26593279,-77.38860498,,ι,Hyi,,5.51,2000.25
438,15244,3.2766014,-9.15474637,14,,Eri,,6.14,2000.25
439,15330,3.29568586,-62.57689893,,ζ¹,Ret,,5.53,2000.25
440,15338,3.29648106,44.02508193,30,,Per,,5.49,2000.25
441,15371,3.3030936,-62.50793537,,ζ²,Ret,,5.24,2000.25
442,15382,3.30613767,-22.51114978,15,,Eri,,4.86,2000.25
443,15383,3.30618855,-0.93014105,95,,Cet,,5.62,2000.25
444,15404,3.31047801,50.22223526,29,,Per,,5.16,2000.25
445,15444,3.31878291,50.09502752,31,,Per,,5.05,2000.25
446,15457,3.32264969,3.36997055,96,κ¹,Cet,,4.84,2000.25
447,15474,3.32526935,-21.7579421,16,τ⁴,Eri,,3.7,2000.25
448,15514,3.33217024,27.07130717,59,,Ari,,5.91,2000.25
449,15557,3.34043513,25.66296628,60,,Ari,,6.14,2000.25
450,15619,3.35188072,3.67568149,97,κ²,Cet,,5.7,2000.25
451,15627,3.35378081,21.14714057,61,τ¹,Ari,,5.27,2000.25
452,15648,3.35739087,43.32965174,32,,Per,,4.96,2000.25
453,15696,3.36996958,27.60757659,62,,Ari,,5.55,2000.25
454,15737,3.37924226,20.7421051,63,τ²,Ari,,5.1,2000.25
455,15861,3.40512911,24.72418789,64,,Ari,,5.5,2000.25
456,15863,3.40537459,49.86124281,33,α,Per,Mirphak,1.79,2000.25
457,15870,3.40725415,20.80351283,65,,Ari,,6.07,2000.25
458,15900,3.413566,9.02906504,1,ο,Tau,,3.61,2000.25
459,15987,3.43217096,-35.92087386,,χ¹,For,,6.39,2000.25
460,16083,3.45281136,9.7327724,2,ξ,Tau,,3.73,2000.25
461,16112,3.45926826,-35.68133899,,χ²,For,,5.71,2000.25
462,16156,3.46986078,-35.85341812,,χ³,For,,6.49,2000.25
463,16181,3.47404643,22.80427706,66,,Ari,,6.03,2000.25
464,16244,3.48945286,49.50901919,34,,Per,,4.67,2000.25
465,16245,3.48949623,-62.93843436,,κ,Ret,,4.71,2000.25
466,16322,3.50679886,11.33648129,4,,Tau,,5.14,2000.25
467,16335,3.50957839,47.99517199,35,σ,Per,,4.36,2000.25
468,16341,3.51029163,-5.07516332,17,,Eri,,4.74,2000.25
469,16369,3.51454638,12.93668186,5,,Tau,,4.14,2000.25
470,16499,3.54064003,46.05704336,36,,Per,,5.3,2000.25
471,16511,3.54331386,9.37355768,6,,Tau,,5.76,2000.25
472,16537,3.549006,-9.45830584,18,ε,Eri,,3.72,2000.25
473,16611,3.56312442,-21.63281597,19,τ⁵,Eri,,4.26,2000.25
474,16664,3.574062,24.46447543,7,,Tau,,5.95,2000.25
475,16803,3.60483116,-17.46704107,20,,Eri,,5.24,2000.25
476,16826,3.60815558,48.19270068,37,ψ,Per,,4.32,2000.25
477,16852,3.61458859,0.40283316,10,,Tau,,4.29,2000.25
478,17007,3.64657151,-27.94311708,,τ,For,,6.01,2000.25
479,17027,3.65031269,-5.62570656,21,,Eri,,5.97,2000.25
480,17103,3.66420657,3.05684307,12,,Tau,,5.55,2000.25
481,17167,3.67731475,-5.21069726,22,,Eri,,5.53,2000.25
482,17181,3.67952872,25.32952639,11,,Tau,,6.11,2000.25
483,17304,3.70413865,-31.93839587,,δ,For,,4.99,2000.25
484,17309,3.70526244,19.70028593,13,,Tau,,5.68,2000.25
485,17313,3.70628987,33.96503899,40,,Per,,4.97,2000.25
486,17358,3.71541169,47.7876533,39,δ,Per,,3.01,2000.25
487,17378,3.72082113,-9.76519868,23,δ,Eri,,3.52,2000.25
488,17408,3.72976152,19.66516969,14,,Tau,,6.13,2000.25
489,17440,3.73654302,-64.80709398,,β,Ret,,3.84,2000.25
490,17448,3.73864623,32.28827325,38,ο,Per,,3.84,2000.25
491,17457,3.74180777,-1.16307844,24,,Eri,,5.24,2000.25
492,17489,3.74672281,24.28957712,16,,Tau,,5.45,2000.25
493,17499,3.7479232,24.1134484,17,,Tau,,3.72,2000.25
494,17506,3.74901737,-0.29671559,25,,Eri,,5.56,2000.25
495,17527,3.75270189,24.83937337,18,,Tau,,5.66,2000.25
496,17529,3.75323428,42.57854437,41,ν,Per,,3.77,2000.25
497,17531,3.75346725,24.46737879,19,,Tau,,4.3,2000.25
498,17563,3.76123067,6.05002905,29,,Tau,,5.34,2000.25
499,17573,3.76377586,24.36785796,20,,Tau,,3.87,2000.25
500,17579,3.76512885,24.55462128,21,,Tau,,5.76,2000.25
501,17588,3.76746878,24.5280059,22,,Tau,,6.43,2000.25
502,17593,3.76902844,-12.1017353,26,π,Eri,,4.43,2000.25
503,17608,3.77210009,23.94846207,23,,Tau,,4.14,2000.25
504,17618,3.77428437,-29.33816606,,σ,For,,5.91,2000.25
505,17651,3.78083028,-23.248438,27,τ⁶,Eri,,4.22,2000.25
506,17678,3.78728653,-74.23924251,,γ,Hyi,,3.26,2000.25
507,17702,3.79140671,24.10524193,25,ς,Tau,Alcyone,2.85,2000.25
508,17717,3.79433898,-23.87479582,28,τ⁷,Eri,,5.24,2000.25
509,17738,3.79889527,-30.16732063,,ρ,For,,5.52,2000.25
510,17771,3.80451445,11.14336637,30,,Tau,,5.08,2000.25
511,17847,3.81936977,24.05352412,27,,Tau,,3.62,2000.25
512,17851,3.81977891,24.13682565,28,,Tau,,5.05,2000.25
513,17886,3.82575068,33.09138142,42,,Per,,5.14,2000.25
514,17959,3.83929883,71.33236777,,γ,Cam,,4.59,2000.25
515,18089,3.86672901,6.53491424,31,,Tau,,5.66,2000.25
516,18141,3.87823723,-5.36124167,30,,Eri,,5.48,2000.25
517,18216,3.89518971,-24.61221253,33,τ⁸,Eri,,4.64,2000.25
518,18246,3.90219957,31.88365776,44,ζ,Per,,2.84,2000.25
519,18255,3.90485739,-2.95473348,32,,Eri,,4.46,2000.25
520,18453,3.94345438,50.69569169,43,,Per,,5.28,2000.25
521,18471,3.94778688,22.47825021,32,,Tau,,5.62,2000.25
522,18485,3.95105609,23.17559132,33,,Tau,,6.05,2000.25
523,18532,3.96422809,40.01027315,45,ε,Per,,2.9,2000.25
524,18543,3.96714724,-13.50824471,34,γ,Eri,,2.97,2000.25
525,18597,3.97909374,-61.40015059,,δ,Ret,,4.56,2000.25
526,18614,3.98274992,35.79102701,46,ξ,Per,,3.98,2000.25
527,18673,3.99874336,-24.01625677,36,τ⁹,Eri,,4.62,2000.25
528,18724,4.01133906,12.49037571,35,λ,Tau,,3.41,2000.25
529,18744,4.01494584,-62.15936923,,γ,Ret,,4.48,2000.25
530,18772,4.0216864,-61.07905148,,ι,Ret,,4.97,2000.25
531,18788,4.02556496,-1.54962625,35,,Eri,,5.28,2000.25
532,18907,4.05260466,5.98930909,38,ν,Tau,,3.91,2000.25
533,18957,4.06238995,5.43563754,40,,Tau,,5.32,2000.25
534,19009,4.07268713,24.1060264,36,,Tau,,5.46,2000.25
535,19038,4.07823829,22.0820679,37,,Tau,,4.36,2000.25
536,19076,4.08893042,22.00922152,39,,Tau,,5.9,2000.25
537,19167,4.10973758,50.35135022,47,λ,Per,,4.25,2000.25
538,19171,4.11011055,27.60002519,41,,Tau,,5.18,2000.25
539,19205,4.11681038,29.00128762,42,ψ,Tau,,5.21,2000.25
540,19302,4.13762825,37.72797171,49,,Per,,6.07,2000.25
541,19335,4.14347081,38.04022796,50,,Per,,5.52,2000.25
542,19343,4.14435368,47.71259359,48,,Per,,3.96,2000.25
543,19388,4.15275015,19.60929366,43,ω¹,Tau,,5.51,2000.25
544,19483,4.17292217,-6.92382327,37,,Eri,,5.44,2000.25
545,19513,4.18052249,26.48103948,44,,Tau,,5.39,2000.25
546,19515,4.18067583,-41.99374121,,δ,Hor,,4.93,2000.25
547,19554,4.18894325,5.52303505,45,,Tau,,5.71,2000.25
548,19587,4.19775922,-6.8377787,38,ο¹,Eri,,4.04,2000.25
549,19719,4.22586282,7.7160341,46,,Tau,,5.29,2000.25
550,19740,4.23233081,9.26389844,47,,Tau,,4.84,2000.25
551,19747,4.23335592,-42.29387294,,α,Hor,,3.85,2000.25
552,19777,4.23991476,-10.2558889,39,,Eri,,4.87,2000.25
553,19780,4.24039753,-62.47397888,,α,Ret,,3.33,2000.25
554,19811,4.24814171,40.48372394,52,,Per,,4.67,2000.25
555,19812,4.24829381,48.40937312,51,μ,Per,,4.12,2000.25
556,19849,4.25489948,-7.64455846,40,ο²,Eri,,4.43,2000.25
557,19860,4.25890144,8.89240989,49,μ,Tau,,4.27,2000.25
558,19877,4.26283734,15.40074874,48,,Tau,,6.31,2000.25
559,19893,4.26708095,-51.48709578,,γ,Dor,,4.26,2000.25
560,19921,4.27474542,-59.30174841,,ε,Ret,,4.44,2000.25
561,19990,4.28769059,20.57874033,50,ω²,Tau,,4.93,2000.25
562,20020,4.29451813,-63.25549171,,θ,Ret,,5.88,2000.25
563,20042,4.29822737,-33.79833145,41,υ⁴,Eri,,3.55,2000.25
564,20049,4.29977129,-80.21418106,,δ,Men,,5.67,2000.25
565,20087,4.30642824,21.57937928,51,,Tau,,5.64,2000.25
566,20171,4.32391081,21.14241058,53,,Tau,,5.5,2000.25
567,20186,4.32685749,21.77359174,56,,Tau,,5.34,2000.25
568,20205,4.32987052,15.62770031,54,γ,Tau,,3.65,2000.25
569,20219,4.33267633,14.03524954,57,,Tau,,5.58,2000.25
570,20250,4.33923187,27.35094069,52,φ,Tau,,4.97,2000.25
571,20252,4.34018223,34.56674228,54,,Per,,4.93,2000.25
572,20261,4.34340131,15.09550358,58,,Tau,,5.26,2000.25
573,20297,4.3494532,-81.58022679,,ν,Men,,5.78,2000.25
574,20354,4.35920796,46.4989629,53,,Per,,4.8,2000.25
575,20384,4.36478215,-63.38681514,,ς,Ret,,5.24,2000.25
576,20400,4.3676249,14.07725051,60,,Tau,,5.72,2000.25
577,20430,4.37636956,25.62935771,59,χ,Tau,,5.38,2000.25
578,20455,4.38222981,17.5425843,61,δ¹,Tau,,3.77,2000.25
579,20484,4.39027732,16.77732694,63,,Tau,,5.64,2000.25
580,20507,4.39468898,-3.74533244,42,ξ,Eri,,5.17,2000.25
581,20522,4.39773267,9.46098377,66,,Tau,,5.1,2000.25
582,20533,4.39993304,24.30102325,62,,Tau,,6.34,2000.25
583,20535,4.40060148,-34.01698632,43,,Eri,,3.97,2000.25
584,20542,4.4015816,17.44421161,64,δ²,Tau,,4.8,2000.25
585,20579,4.40809465,34.1308408,55,,Per,,5.73,2000.25
586,20591,4.41039558,33.95988843,56,,Per,,5.77,2000.25
587,20635,4.42280521,22.29398098,65,κ¹,Tau,,4.21,2000.25
588,20641,4.42359573,22.2001124,67,κ²,Tau,,5.27,2000.25
589,20648,4.42481039,17.92798917,68,δ³,Tau,,4.3,2000.25
590,20661,4.42701487,15.94108006,70,,Tau,,6.44,2000.25
591,20711,4.43844298,22.81369394,69,υ,Tau,,4.28,2000.25
592,20713,4.43907547,15.6183462,71,,Tau,,4.48,2000.25
593,20732,4.44343799,14.71385764,73,π,Tau,,4.69,2000.25
594,20789,4.45484658,22.99636881,72,,Tau,,5.53,2000.25
595,20873,4.47314908,14.74102599,76,,Tau,,5.9,2000.25
596,20877,4.47399031,16.35962902,75,,Tau,,4.96,2000.25
597,20885,4.4762312,15.96221721,77,θ¹,Tau,,3.84,2000.25
598,20889,4.47692591,19.18052092,74,ε,Tau,,3.53,2000.25
599,20894,4.47768747,15.8709468,78,θ²,Tau,,3.4,2000.25
600,20901,4.48058362,13.04763905,79,,Tau,,5.02,2000.25
601,20995,4.50237023,15.63789864,80,,Tau,,5.58,2000.25
602,21036,4.51036071,13.72445018,83,,Tau,,5.4,2000.25
603,21039,4.51078518,15.69193829,81,,Tau,,5.47,2000.25
604,21060,4.51391602,-44.95374351,,δ,Cae,,5.07,2000.25
605,21137,4.53102583,15.8516387,85,,Tau,,6.01,2000.25
606,21139,4.53129707,-0.04399115,45,,Eri,,4.91,2000.25
607,21148,4.53384527,53.91084467,1,,Cam,,5.78,2000.25
608,21242,4.5569164,43.06388024,57,,Per,,6.09,2000.25
609,21248,4.55850819,-29.76583186,50,υ¹,Eri,,4.49,2000.25
610,21273,4.56412643,14.84448749,86,ρ,Tau,,4.65,2000.25
611,21278,4.5652027,-6.73889608,46,,Eri,,5.71,2000.25
612,21281,4.56658845,-55.04500559,,α,Dor,,3.3,2000.25
613,21296,4.56990048,-8.23135939,47,,Eri,,5.2,2000.25
614,21393,4.59251991,-30.56231049,52,υ²,Eri,,3.81,2000.25
615,21402,4.59423154,10.16091706,88,,Tau,,4.25,2000.25
616,21421,4.59866679,16.50976164,87,α,Tau,Aldebaran,0.87,2000.25
617,21444,4.60531682,-3.352448,48,ν,Eri,,3.93,2000.25
618,21476,4.61150934,41.26485467,58,,Per,,4.25,2000.25
619,21547,4.62669628,-2.47339212,51,,Eri,,5.22,2000.25
620,21588,4.63593787,16.03338888,89,,Tau,,5.78,2000.25
621,21589,4.63594491,12.51087423,90,,Tau,,4.27,2000.25
622,21594,4.63635303,-14.303587,53,,Eri,,3.86,2000.25
623,21673,4.6525548,15.80003442,91,σ¹,Tau,,5.08,2000.25
624,21683,4.65456995,15.9180242,92,σ²,Tau,,4.67,2000.25
625,21727,4.66519087,53.07957406,3,,Cam,,5.07,2000.25
626,21730,4.66612044,53.47323647,2,,Cam,,5.36,2000.25
627,21735,4.66761618,12.19764088,93,,Tau,,5.45,2000.25
628,21763,4.67402609,-19.67125686,54,,Eri,,4.32,2000.25
629,21770,4.67606197,-41.86357034,,α,Cae,,4.44,2000.25
630,21861,4.7009573,-37.14476616,,β,Cae,,5.04,2000.25
631,21881,4.7040843,22.95697545,94,τ,Tau,,4.27,2000.25
632,21914,4.71290459,-50.48141805,,λ,Pic,,5.3,2000.25
633,21928,4.71508302,43.36526451,59,,Per,,5.3,2000.25
634,21949,4.71776299,-70.93111187,,μ,Men,,5.53,2000.25
635,21961,4.7204854,24.08896447,95,,Tau,,6.18,2000.25
636,21986,4.72631328,-8.79424587,55,,Eri,,5.98,2000.25
637,22024,4.73481056,-8.50357425,56,,Eri,,5.78,2000.25
638,22040,4.73919976,-59.73284052,,κ,Dor,,5.28,2000.25
639,22109,4.7583725,-3.25462465,57,μ,Eri,,4.01,2000.25
640,22263,4.79339229,-16.93486728,58,,Eri,,5.49,2000.25
641,22280,4.79709937,-30.02059732,,ζ,Cae,,6.35,2000.25
642,22287,4.80006019,56.75753919,4,,Cam,,5.29,2000.25
643,22325,4.80903573,-16.32958093,59,,Eri,,5.76,2000.25
644,22441,4.82891098,15.90423807,96,,Tau,,6.09,2000.25
645,22449,4.83059395,6.96124744,1,π³,Ori,,3.19,2000.25
646,22479,4.83655253,-16.21728342,60,,Eri,,5.03,2000.25
647,22509,4.84353396,8.90025258,2,π²,Ori,,4.35,2000.25
648,22531,4.84871841,-53.46172112,,ι,Pic,,5.58,2000.25
649,22534,4.84904971,-53.45990399,,ι,Pic,,6.42,2000.25
650,22549,4.853435,5.60510146,3,π⁴,Ori,,3.68,2000.25
651,22565,4.85622592,18.83994085,97,,Tau,,5.08,2000.25
652,22667,4.87554547,14.25077828,4,ο¹,Ori,,4.71,2000.25
653,22678,4.877222,36.70319636,2,,Aur,,4.79,2000.25
654,22701,4.88157788,-5.45275591,61,ω,Eri,,4.36,2000.25
655,22730,4.88965424,2.50826491,5,,Ori,,5.33,2000.25
656,22783,4.90083628,66.34266029,9,α,Cam,,4.26,2000.25
657,22797,4.90419323,2.44067149,8,π⁵,Ori,,3.71,2000.25
658,22833,4.9130296,11.42597336,6,,Ori,,5.18,2000.25
659,22845,4.91491781,10.15114511,7,π¹,Ori,,4.64,2000.25
660,22854,4.91753938,55.25912955,5,,Cam,,5.52,2000.25
661,22871,4.91976102,-74.93700232,,ς,Men,,5.47,2000.25
662,22957,4.93953363,13.51457755,9,ο²,Ori,,4.06,2000.25
663,22958,4.94005256,-5.17135066,62,,Eri,,5.5,2000.25
664,23015,4.94989339,33.16613537,3,ι,Aur,,2.69,2000.25
665,23040,4.95478345,53.75208289,7,,Cam,,4.43,2000.25
666,23068,4.96351265,23.94858492,99,,Tau,,5.79,2000.25
667,23088,4.96927121,25.05052129,98,,Tau,,5.79,2000.25
668,23123,4.97580635,1.71403506,10,π⁶,Ori,,4.47,2000.25
669,23148,4.98082977,-82.47052255,,ξ,Men,,5.84,2000.25
670,23179,4.98760428,37.8904824,4,ω,Aur,,4.93,2000.25
671,23216,4.99620591,53.15547819,8,,Cam,,6.09,2000.25
672,23221,4.99734468,-10.26299266,63,,Eri,,5.39,2000.25
673,23231,4.99880918,-12.5372045,64,,Eri,,4.78,2000.25
674,23261,5.00509646,39.39470389,5,,Aur,,5.95,2000.25
675,23268,5.00644854,39.6546596,6,,Aur,,6.46,2000.25
676,23364,5.0239847,-7.17397802,65,ψ,Eri,,4.8,2000.25
677,23416,5.032815,43.82331397,7,ε,Aur,,3.03,2000.25
678,23453,5.04130001,41.07588953,8,ζ,Aur,,3.69,2000.25
679,23467,5.04527913,-71.31432608,,β,Men,,5.3,2000.25
680,23474,5.04581794,-22.79508768,1,,Lep,,5.74,2000.25
681,23482,5.04686816,-49.15147328,,ς¹,Pic,,5.37,2000.25
682,23497,5.05158446,21.5900617,102,ι,Tau,,4.62,2000.25
683,23522,5.05697146,60.44228144,10,β,Cam,,4.03,2000.25
684,23595,5.07341993,-35.48287057,,γ¹,Cae,,4.55,2000.25
685,23596,5.07392681,-35.70520775,,γ²,Cae,,6.32,2000.25
686,23607,5.07614954,15.40418059,11,,Ori,,4.65,2000.25
687,23649,5.08276459,-49.57783014,,ς²,Pic,,5.05,2000.25
688,23685,5.09101447,-22.37085673,2,ε,Lep,,3.19,2000.25
689,23693,5.09185843,-57.47298928,,ζ,Dor,,4.71,2000.25
690,23734,5.10234992,58.97239085,11,,Cam,,5.22,2000.25
691,23743,5.10337204,59.02140336,12,,Cam,,6.08,2000.25
692,23767,5.10857473,41.23464074,10,ς,Aur,,3.18,2000.25
693,23783,5.11129396,51.59814314,9,,Aur,,4.98,2000.25
694,23794,5.11267966,-4.65516319,66,,Eri,,5.12,2000.25
695,23835,5.12407668,18.64500711,104,,Tau,,4.91,2000.25
696,23852,5.12731011,9.47270928,13,,Ori,,6.15,2000.25
697,23871,5.13011904,20.41845485,106,,Tau,,5.28,2000.25
698,23875,5.13084276,-5.08626282,67,β,Eri,,2.78,2000.25
699,23879,5.13135365,8.49857348,14,,Ori,,5.33,2000.25
700,23883,5.13206523,21.70483596,105,,Tau,,5.84,2000.25
701,23900,5.13517285,24.26518765,103,,Tau,,5.5,2000.25
702,23941,5.14546298,-4.45624625,68,,Eri,,5.11,2000.25
703,23972,5.15243971,-8.75407607,69,λ,Eri,,4.25,2000.25
704,23983,5.15544563,9.82959768,16,,Ori,,5.43,2000.25
705,24010,5.16165538,15.59727157,15,,Ori,,4.81,2000.25
706,24244,5.20496871,-11.86914287,3,ι,Lep,,4.45,2000.25
707,24305,5.2155203,-16.20542901,5,μ,Lep,,3.29,2000.25
708,24327,5.22052361,-12.94128833,4,κ,Lep,,4.36,2000.25
709,24331,5.22152211,2.86125346,17,ρ,Ori,,4.46,2000.25
710,24340,5.22381432,38.48467394,11,μ,Aur,,4.82,2000.25
711,24348,5.2253587,62.69112962,14,,Cam,,6.49,2000.25
712,24372,5.22928523,-67.18534976,,θ,Dor,,4.81,2000.25
713,24436,5.24229756,-8.20163919,19,β,Ori,Rigel,0.18,2000.25
714,24504,5.25678102,32.6875699,14,,Aur,,5.01,2000.25
715,24512,5.25768336,22.28487452,108,,Tau,,6.26,2000.25
716,24555,5.26781645,11.34136954,18,,Ori,,5.52,2000.25
717,24608,5.27813767,45.99902927,13,α,Aur,Capella,0.08,2000.25
718,24659,5.29139537,-34.89438961,,ο,Col,,4.81,2000.25
719,24674,5.29344415,-6.84438616,20,τ,Ori,,3.59,2000.25
720,24727,5.30293003,33.37200411,16,,Aur,,4.54,2000.25
721,24740,5.30524689,33.76741903,17,,Aur,,6.15,2000.25
722,24813,5.31891066,40.10066732,15,λ,Aur,,4.69,2000.25
723,24817,5.31978599,2.59593601,21,,Ori,,5.34,2000.25
724,24822,5.32127494,22.09669104,109,,Tau,,4.96,2000.25
725,24829,5.32280938,-50.60652008,,ζ,Pic,,5.44,2000.25
726,24832,5.32325665,33.98543113,18,,Aur,,6.49,2000.25
727,24836,5.32440285,58.11740918,15,,Cam,,6.13,2000.25
728,24845,5.32625721,-13.17677698,6,λ,Lep,,4.29,2000.25
729,24873,5.3330641,-12.31560456,7,ν,Lep,,5.29,2000.25
730,24879,5.33358917,33.95806265,19,,Aur,,5.05,2000.25
731,25044,5.36270768,-0.38246922,22,,Ori,,4.72,2000.25
732,25048,5.36344588,41.80466344,20,ρ,Aur,,5.22,2000.25
733,25098,5.37281997,-56.13445367,,κ,Pic,,6.1,2000.25
734,25142,5.38055592,3.54444809,23,,Ori,,4.99,2000.25
735,25192,5.38968384,28.93683899,22,,Aur,,6.45,2000.25
736,25197,5.39106291,57.54453138,16,,Cam,,5.24,2000.25
737,25202,5.39170995,-13.92734983,8,,Lep,,5.25,2000.25
738,25216,5.39381173,16.6993516,110,,Tau,,6.09,2000.25
739,25247,5.39912122,-7.80795569,29,,Ori,,4.13,2000.25
740,25278,5.40703064,17.38355205,111,,Tau,,5.0,2000.25
741,25281,5.40794918,-2.39713844,28,ς,Ori,,3.35,2000.25
742,25282,5.40803085,-0.89166902,27,,Ori,,5.07,2000.25
743,25292,5.4108728,37.38537514,21,σ,Aur,,5.02,2000.25
744,25302,5.4124518,1.84644611,25,ψ¹,Ori,,4.89,2000.25
745,25303,5.41285885,-52.31617828,,θ,Pic,,6.26,2000.25
746,25336,5.41885227,6.34973451,24,γ,Ori,Bellatrix,1.64,2000.25
747,25410,5.43492289,16.70017305,113,,Tau,,6.23,2000.25
748,25428,5.43819386,28.60787346,112,β,Tau,Alnath,1.65,2000.25
749,25429,5.43868804,-58.91259871,,λ,Dor,,5.14,2000.25
750,25473,5.4472856,3.09567718,30,ψ²,Ori,,4.59,2000.25
751,25499,5.45280243,17.96226766,115,,Tau,,5.4,2000.25
752,25539,5.4605789,21.93698219,114,,Tau,,4.88,2000.25
753,25541,5.46080204,34.47598643,24,φ,Aur,,5.08,2000.25
754,25555,5.46266829,15.87410386,116,,Tau,,5.52,2000.25
755,25583,5.46711126,17.23924182,117,,Tau,,5.77,2000.25
756,25606,5.47075731,-20.75923214,9,β,Lep,Nihal,2.81,2000.25
757,25695,5.48791465,25.15030596,118,,Tau,,5.47,2000.25
758,25737,5.49555043,-1.09217557,31,,Ori,,4.71,2000.25
759,25769,5.50283601,63.06723206,17,,Cam,,5.43,2000.25
760,25813,5.51306886,5.94821792,32,,Ori,,4.2,2000.25
761,25853,5.51878434,-20.86355455,10,,Lep,,5.53,2000.25
762,25859,5.5202043,-35.47043592,,ε,Col,,3.86,2000.25
763,25861,5.52070329,3.2921351,33,,Ori,,5.46,2000.25
764,25918,5.53129495,-76.3416634,,γ,Men,,5.18,2000.25
765,25923,5.53218341,-7.30152625,36,υ,Ori,,4.62,2000.25
766,25930,5.53344437,-0.2990934,34,δ,Ori,,2.25,2000.25
767,25945,5.53687534,18.59424525,119,,Tau,,4.32,2000.25
768,25973,5.54268885,57.22161686,18,,Cam,,6.44,2000.25
769,25984,5.54546505,32.1920314,25,χ,Aur,,4.71,2000.25
770,25985,5.54550386,-17.82229227,11,α,Lep,Arneb,2.58,2000.25
771,26064,5.55878604,18.54023092,120,,Tau,,5.67,2000.25
772,26069,5.5604212,-62.48985585,,β,Dor,,3.76,2000.25
773,26093,5.56507922,14.30559209,35,,Ori,,5.6,2000.25
774,26126,5.57133058,3.76693355,38,,Ori,,5.32,2000.25
775,26176,5.58034384,9.48958528,37,φ¹,Ori,,4.39,2000.25
776,26207,5.58563269,9.93416294,39,λ,Ori,,3.39,2000.25
777,26220,5.58772859,-5.38731536,41,θ¹,Ori,,4.98,2000.25
778,26221,5.58790724,-5.38969624,41,θ¹,Ori,,5.13,2000.25
779,26224,5.58811067,-5.38768076,41,θ¹,Ori,,6.71,2000.25
780,26235,5.58969439,-5.41606331,43,θ²,Ori,,4.98,2000.25
781,26237,5.58976712,-4.83834045,42,,Ori,,4.58,2000.25
782,26241,5.59055031,-5.90989984,44,ι,Ori,,2.75,2000.25
783,26248,5.59086681,24.03963793,121,,Tau,,5.37,2000.25
784,26264,5.59336962,-78.82088325,,ι,Men,,6.04,2000.25
785,26268,5.5943014,-4.8560862,45,,Ori,,5.24,2000.25
786,26311,5.60355904,-1.20191725,46,ε,Ori,Alnilam,1.69,2000.25
787,26366,5.61509185,9.291412,40,φ²,Ori,,4.09,2000.25
788,26382,5.61769711,17.0404091,122,,Tau,,5.53,2000.25
789,26394,5.61910906,-80.4716745,,π,Men,,5.65,2000.25
790,26408,5.62085225,64.15485121,19,,Cam,,6.15,2000.25
